Parent,Total Testfiles,Total Deleted Testfiles,Total Preserved Testfiles,Computed Final Budget,Algorithm_FAST++_Total Detected Deleted Testfiles,Algorithm_FAST++_Total Failed To Detect Deleted Testfiles,Algorithm_FAST++_Detected Testfiles Line No,Algorithm_FAST++_Detected Testfiles,Algorithm_FAST++_Failed Detected Testfiles,Algorithm_FAST++_Max_repetition,Algorithm_FAST++_Total execution time,Algorithm_FAST++_Total preparation time,Algorithm_FAST-all_Total Detected Deleted Testfiles,Algorithm_FAST-all_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-all_Detected Testfiles Line No,Algorithm_FAST-all_Detected Testfiles,Algorithm_FAST-all_Failed Detected Testfiles,Algorithm_FAST-all_Max_repetition,Algorithm_FAST-all_Total execution time,Algorithm_FAST-all_Total preparation time,Algorithm_FAST-CS_Total Detected Deleted Testfiles,Algorithm_FAST-CS_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-CS_Detected Testfiles Line No,Algorithm_FAST-CS_Detected Testfiles,Algorithm_FAST-CS_Failed Detected Testfiles,Algorithm_FAST-CS_Max_repetition,Algorithm_FAST-CS_Total execution time,Algorithm_FAST-CS_Total preparation time,Algorithm_FAST-pw_Total Detected Deleted Testfiles,Algorithm_FAST-pw_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-pw_Detected Testfiles Line No,Algorithm_FAST-pw_Detected Testfiles,Algorithm_FAST-pw_Failed Detected Testfiles,Algorithm_FAST-pw_Max_repetition,Algorithm_FAST-pw_Total execution time,Algorithm_FAST-pw_Total preparation time
f1a476f463c62b736e4a641aba4c59d9629814d1,70,5,65,92,3,2,"[65, 64, 53]","['./JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java', './JodaTime/src/test/org/joda/test/time/TestTimePeriod.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeParserBucket.java']","['./JodaTime/src/test/org/joda/test/time/TestTimePeriodFormat.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java']",41,0.2691323050016763,3.7316471270019065,3,2,"[69, 53, 66]","['./JodaTime/src/test/org/joda/test/time/TestTimePeriodFormat.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeParserBucket.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java']","['./JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java', './JodaTime/src/test/org/joda/test/time/TestTimePeriod.java']",35,0.04539640200073336,96.89331360099868,1,4,[69],['./JodaTime/src/test/org/joda/test/time/TestTimePeriodFormat.java'],"['./JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java', './JodaTime/src/test/org/joda/test/time/TestTimePeriod.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeParserBucket.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java']",7,0.0399887569992643,3.601621405998685,4,1,"[69, 65, 64, 66]","['./JodaTime/src/test/org/joda/test/time/TestTimePeriodFormat.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java', './JodaTime/src/test/org/joda/test/time/TestTimePeriod.java', './JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java']",['./JodaTime/src/test/org/joda/test/time/TestDateTimeParserBucket.java'],6,0.38062942799888333,97.3670892959999
c196026b6845b678d16b5b84a2efc979391907f3,125,1,124,92,1,0,[83],['./JodaTime/src/test/org/joda/time/TestChronologyType.java'],[],2,0.7733030880000054,7.4341201880000085,1,0,[83],['./JodaTime/src/test/org/joda/time/TestChronologyType.java'],[],10,0.09573005500010368,140.12262776999998,1,0,[83],['./JodaTime/src/test/org/joda/time/TestChronologyType.java'],[],6,0.06334467200001015,7.548644123000001,0,1,[],[],[],0,0.9518417230000118,140.99381253500002
d21736df31ca4888e76ccbdc7d31f406cf68b645,106,6,100,92,3,3,"[98, 99, 100]","['./JodaTime/src/test/org/joda/test/time/TestMDTSet.java', './JodaTime/src/test/org/joda/test/time/TestMDTGet.java', './JodaTime/src/test/org/joda/test/time/TestConstructors.java']","['./JodaTime/src/test/org/joda/test/time/TestInstant.java', './JodaTime/src/test/org/joda/test/time/TestMDTAddWrapped.java', './JodaTime/src/test/org/joda/test/time/TestMDTAdd.java']",10,0.7418989760003569,6.171308247001889,2,4,"[98, 97]","['./JodaTime/src/test/org/joda/test/time/TestMDTSet.java', './JodaTime/src/test/org/joda/test/time/TestMDTAdd.java']","['./JodaTime/src/test/org/joda/test/time/TestInstant.java', './JodaTime/src/test/org/joda/test/time/TestMDTAddWrapped.java', './JodaTime/src/test/org/joda/test/time/TestMDTGet.java', './JodaTime/src/test/org/joda/test/time/TestConstructors.java']",12,0.0641888670024855,163.7758614939994,2,4,"[103, 96]","['./JodaTime/src/test/org/joda/test/time/TestInstant.java', './JodaTime/src/test/org/joda/test/time/TestMDTAddWrapped.java']","['./JodaTime/src/test/org/joda/test/time/TestMDTSet.java', './JodaTime/src/test/org/joda/test/time/TestMDTGet.java', './JodaTime/src/test/org/joda/test/time/TestConstructors.java', './JodaTime/src/test/org/joda/test/time/TestMDTAdd.java']",14,0.053812172999641916,5.879951280999194,5,1,"[103, 98, 99, 100, 97]","['./JodaTime/src/test/org/joda/test/time/TestInstant.java', './JodaTime/src/test/org/joda/test/time/TestMDTSet.java', './JodaTime/src/test/org/joda/test/time/TestMDTGet.java', './JodaTime/src/test/org/joda/test/time/TestConstructors.java', './JodaTime/src/test/org/joda/test/time/TestMDTAdd.java']",['./JodaTime/src/test/org/joda/test/time/TestMDTAddWrapped.java'],23,0.7293493289998878,164.6815126800011
49558a5286c3b7eb6c85d5f26e5ae94f11f7a892,147,1,146,92,1,0,[73],['./src/test/java/org/joda/time/TestParseISO.java'],[],2,1.2945269739993819,9.737250460997984,1,0,[73],['./src/test/java/org/joda/time/TestParseISO.java'],[],7,0.08898787399994035,189.3122619359997,1,0,[73],['./src/test/java/org/joda/time/TestParseISO.java'],[],8,0.07174390000045605,9.538090235998425,0,1,[],[],[],0,1.8217623999989883,188.5581598559993
6bdd176eed470329a73d7ee08498183e579cea60,108,3,105,92,1,2,[71],['./JodaTime/src/test/org/joda/test/time/buddhist/TestBuddhistEraDateTimeField.java'],"['./JodaTime/src/test/org/joda/test/time/gj/TestGJYearDateTimeField.java', './JodaTime/src/test/org/joda/test/time/TestBuddhistChronology.java']",1,0.6857774540000605,6.032615918999852,2,1,"[102, 71]","['./JodaTime/src/test/org/joda/test/time/gj/TestGJYearDateTimeField.java', './JodaTime/src/test/org/joda/test/time/buddhist/TestBuddhistEraDateTimeField.java']",['./JodaTime/src/test/org/joda/test/time/TestBuddhistChronology.java'],48,0.06821605400000408,166.72839628499935,2,1,"[102, 108]","['./JodaTime/src/test/org/joda/test/time/gj/TestGJYearDateTimeField.java', './JodaTime/src/test/org/joda/test/time/TestBuddhistChronology.java']",['./JodaTime/src/test/org/joda/test/time/buddhist/TestBuddhistEraDateTimeField.java'],26,0.057045513000105075,6.009558930000026,2,1,"[102, 108]","['./JodaTime/src/test/org/joda/test/time/gj/TestGJYearDateTimeField.java', './JodaTime/src/test/org/joda/test/time/TestBuddhistChronology.java']",['./JodaTime/src/test/org/joda/test/time/buddhist/TestBuddhistEraDateTimeField.java'],1,0.819470983000258,167.51448266700004
8fb9bae65a1ad986cec1a01a90cbbceebc4a5d6e,430,1,429,92,1,0,[196],['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/chrono/gj/MainTest.java'],[],15,12.343519855000295,24.996392283000432,1,0,[196],['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/chrono/gj/MainTest.java'],[],2,0.25110225000162245,540.1838560459996,1,0,[196],['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/chrono/gj/MainTest.java'],[],9,0.18788829800018902,24.856279381000377,0,1,[],[],[],0,5.077228891999766,546.026676925999
028e01cbba9c1c7824f6c5a576a96fcacad81b61,300,3,297,92,3,0,"[110, 37, 18]","['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/TestSerialization.java', './JodaTimeContrib/gwt/src/test/gwt/org/joda/time/format/TestDateTimeFormatStyle.java', './JodaTimeContrib/gwt/src/test/gwt/org/joda/time/tz/TestCompiler.java']",[],39,5.518335788999707,17.13332061199992,2,1,"[110, 18]","['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/TestSerialization.java', './JodaTimeContrib/gwt/src/test/gwt/org/joda/time/tz/TestCompiler.java']",['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/format/TestDateTimeFormatStyle.java'],1,1.6775893099995756,363.3796784709998,2,1,"[37, 18]","['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/format/TestDateTimeFormatStyle.java', './JodaTimeContrib/gwt/src/test/gwt/org/joda/time/tz/TestCompiler.java']",['./JodaTimeContrib/gwt/src/test/gwt/org/joda/time/TestSerialization.java'],20,0.1347758720003185,17.2716621310002,0,3,[],[],[],0,4.136921758000312,368.0424742309996
