Child Commit Recent Date,Parent,Total Deleted Testfile,Deleted Testfile,Total Deleted Tests,Deleted Tests
2013-03-13 14:31:33,"=HYPERLINK(""https://github.com/pmd/pmd/commit/3bf8eb9d1f40fd6b278bd2baf0adbc712cd6dc85"", ""3bf8eb9d1f40fd6b278bd2baf0adbc712cd6dc85"")",1,['pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/design/TooManyHttpFilterTest.java'],1,['testDefault']
2013-11-11 13:08:48,"=HYPERLINK(""https://github.com/pmd/pmd/commit/54f77b9ad4867a476ae4481b6d32752b848a9d97"", ""54f77b9ad4867a476ae4481b6d32752b848a9d97"")",1,['pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/design/UncommentedEmptyConstructorRuleTest.java'],2,"['testDefault', 'testIgnoredConstructorInvocation']"
2014-04-12 18:50:56,"=HYPERLINK(""https://github.com/pmd/pmd/commit/24c9bb9de98f55520c53efc065a3b2581ad87fbf"", ""24c9bb9de98f55520c53efc065a3b2581ad87fbf"")",93,"['pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSequenceTypeTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/SimpleNodeTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTPathExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/impl/RuleSetsManagerImplTest.java', 'pmd-dcpd/regress/test/net/sourceforge/pmd/dcpd/TilePlanterTest.java', 'pmd-mysql/regress/test/net/sourceforge/pmd/jdbc/JDBCReportListenerTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTTextTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTFunctionCallTest.java', 'pmd-dcpd/regress/test/net/sourceforge/pmd/dcpd/TileExpanderTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTElementTestTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/ext/RuleSetsExtensionProcessorTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTPITestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAttribNameOrWildcardTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTUnaryExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/RuleSetManagerTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTMultiplicativeExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTStepExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTComparisonExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTCastableExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/RuleSetTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTContextItemExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ParseExceptionTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAdditiveExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/RuleSetsTest.java', 'pmd-dcpd/regress/test/net/sourceforge/pmd/dcpd/TileHarvesterTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTWildcardTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTReverseAxisTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTInstanceofExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTParenthesizedExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAbbrevReverseStepTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTIfExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTVarNameTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/PropertiesTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTItemTypeTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/NodeAccessorAxisNavigatorTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTDoubleLiteralTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTElementDeclarationTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTDecimalLiteralTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAttributeTestTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/runtime/properties/ProjectPropertiesModelTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTForwardAxisTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTCommentTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTVarRefTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTNameTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTOrExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSingleTypeTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTElementNameTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTQuantifiedExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/ui/properties/UpdateProjectPropertiesCmdTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTIntegerLiteralTest.java', 'pmd-rx/regress/test/net/sourceforge/pmd/rx/DroolsVisitorTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/RuleTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTTypeNameTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/visitor/AbstractPrintVisitorTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTXPathTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTUnionExprTest.java', 'pmd-netbeans/test/unit/src/pmd/SourceLevelTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTDocumentTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTPredicateTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/TokenTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/XPath2ParserTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAttributeNameTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTPredicateListTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTElementNameOrWildcardTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTIntersectExceptExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTNodeTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAttributeDeclarationTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/runtime/cmd/DetectCutAndPasteCmdTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/PropertyTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/runtime/cmd/ReviewCmdTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTOccurrenceIndicatorTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTForExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSchemaElementTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAnyKindTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAndExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSlashSlashTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTCastExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAbbrevForwardStepTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTStringLiteralTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTAtomicTypeTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTTreatExprTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTRangeExprTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/BasicPMDTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSlashTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/runtime/cmd/RenderReportCmdTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/ASTSchemaAttributeTestTest.java', 'pmd-jerry/test/test/net/sourceforge/pmd/jerry/ast/xpath/TokenMgrErrorTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/rulesets/vo/PriorityTest.java', 'pmd-netbeans/test/unit/src/pmd/RunPMDActionTest.java', 'pmd-rx/regress/test/net/sourceforge/pmd/rx/rules/DuplicateImportTest.java', 'pmd-netbeans/test/unit/src/pmd/config/PMDOptionsSettingsTest.java', 'pmd-eclipse-plugin/net.sourceforge.pmd.eclipse.plugin.test/src/main/java/net/sourceforge/pmd/eclipse/core/PMDCorePluginTest.java']",260,"['test1', 'test1', 'test1', 'testDefaulltRuleSets', 'testRunPmdJdk13', 'testRunPmdJdk14', 'testRunPmdJdk15', 'testDefaultPMDRuleSetsRegistered', 'testPMDPluginNotNull', 'testRuleSetManagerNotNull', 'testStandardPMDRuleSetsRegistered', 'testDuplicateRegister', 'testDuplicateRegisterDefault', 'testDuplicateUnregister', 'testDuplicateUnregisterDefault', 'testRegisterDefaultRuleSet', 'testRegisterNullDefaultRuleSet', 'testRegisterNullRuleSet', 'testRegisterRuleSet', 'testUnregisterDefaultRuleSet', 'testUnregisterNullDefaultRuleSet', 'testUnregisterNullRuleSet', 'testUnregisterRuleSet', 'testAdditionalDefaultRuleSetsRegistered', 'testAdditionalRuleSetsRegistered', 'testValueOf1', 'testValueOf2', 'testValueOf3', 'testWriteToXml', 'testDefaultPriority', 'testEquals1', 'testEquals2', 'testEquals3', 'testEquals4', 'testHashCode1', 'testHashCode2', 'testSetPriority', 'testSetPriorityIllegal1', 'testSetPriorityIllegal2', 'testSetPriorityIllegal3', 'testDefaults', 'testEquals1', 'testEquals2', 'testEquals3', 'testEquals4', 'testEquals5', 'testEquals6', 'testEquals7', 'testEquals8', 'testHashCode1', 'testHashCode2', 'testSetProperties1', 'testSetProperties2', 'testDefaults', 'testEquals1', 'testEquals2', 'testEquals3', 'testEquals4', 'testEquals5', 'testEquals6', 'testHashCode1', 'testHashCode2', 'testHashCode3', 'testHashCode4', 'testSetName1', 'testSetName2', 'testSetValue1', 'testSetValue2', 'testAddRule1', 'testAddRule2', 'testDefaults', 'testEquals1', 'testEquals2', 'testEquals3', 'testEquals4', 'testEquals5', 'testEquals7', 'testGetPmdRuleSet', 'testHashCode1', 'testHashCode2', 'testHashCode3', 'testHashCode4', 'testSetDescription1', 'testSetDescription2', 'testSetDescription3', 'testSetDescription4', 'testSetLanguage1', 'testSetLanguage2', 'testSetLanguage3', 'testSetLanguage4', 'testSetLanguage5', 'testSetLanguage6', 'testSetName1', 'testSetName2', 'testSetName3', 'testSetName4', 'testDefaults', 'testEquals1', 'testEquals2', 'testEquals3', 'testHashCode1', 'testHashCode2', 'testSetDefaultRuleSet1', 'testSetDefaultRuleSet2', 'testSetDefaultRuleSet3', 'testSetDefaultRuleSetName', 'testSetDefaultRuleSetNameNull', 'testSetRuleSets1', 'testSetRuleSets2', 'testSetRuleSets3', 'testDefaults', 'testEquals1', 'testEquals2', 'testEquals3', 'testEquals4', 'testEquals5', 'testEquals6', 'testHashCode1', 'testHashCode2', 'testHashCode3', 'testHashCode4', 'testSetPmdRule1', 'testSetPmdRule2', 'testSetRef1', 'testSetRef2', 'testSetRef3', 'testSetRef4', 'testDetectCutAndPasteCmdBasic1', 'testDetectCutAndPasteCmdBasic2', 'testDetectCutAndPasteCmdNullArg1', 'testDetectCutAndPasteCmdNullArg2', 'testDetectCutAndPasteCmdNullArg3', 'testDetectCutAndPasteCmdNullArg4', 'testDetectCutAndPasteCmdNullArg5', 'testDetectCutAndPasteCmdNullArg6', 'testDetectCutAndPasteCmdNullArg7', 'testRenderReportCmdBasic', 'testRenderReportCmdNullArg1', 'testRenderReportCmdNullArg2', 'testRenderReportCmdNullArg3', 'testRenderReportCmdNullArg4', 'testRenderReportCmdNullArg5', 'testRenderReportCmdNullArg6', 'testRenderReportCmdNullArg7', 'testReviewCmdBasic', 'testReviewCmdDelta', 'testReviewCmdNullResource', 'testBug', 'testPmdEnabledFALSE', 'testPmdEnabledTRUE', 'testProjectRuleSet', 'testProjectRuleSet1', 'testProjectRuleSet2', 'testProjectRuleSet3', 'testProjectRuleSetNull', 'testProjectWorkingSetNull', 'testRebuild1', 'testRebuild2', 'testRebuild3', 'testRuleSetStoredInProjectFALSE', 'testRuleSetStoredInProjectTRUE', 'testBug', 'constructorAndSetters', 'getAxisIterator', 'getAxisIteratorNotSupported', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testConstructors', 'testGetMessage', 'testAddingChildrenBeyondActualLimits', 'getMessage', 'addEscapes', 'testToString', 'testValidQueries', 'testInvalidQueries', 'incrementOperations', 'testLongConstructor', 'testPropConstructor', 'testSingleViolation', 'testMultiViolation', 'testSingleMetric', 'testMultiMetric', 'testGetHelpCtx', 'testCheckCookies', 'testShouldCheck', 'testAsynchronous', 'testSourceLevels', 'testRuleProperties', 'testPackage', 'testImport1', 'testImport2', 'testImportDup', 'testImportSingle', 'testClass', 'testClassPublic', 'testClassAbstract', 'testClassInner', 'testClassAnon', 'testNoDupes', 'testDupeOnDemand', 'testDupeNoDemand', 'testDupeOnNoDemand']"
2014-08-17 12:10:12,"=HYPERLINK(""https://github.com/pmd/pmd/commit/fddf301589b30a42f47e600c786e3520ecf3eeaa"", ""fddf301589b30a42f47e600c786e3520ecf3eeaa"")",4,"['pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/codesize/ModifiedCyclomaticComplexityTest.java', 'pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/codesize/NPathComplexityTest.java', 'pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/codesize/StdCyclomaticComplexityTest.java', 'pmd/src/test/java/net/sourceforge/pmd/lang/java/rule/codesize/CyclomaticComplexityTest.java']",16,"['testOneMethod', 'testNastyComplicatedMethod', 'testConstructor', 'testLessComplicatedThanReportLevel', 'testRemainingTestCases', 'testOneMethod', 'testNastyComplicatedMethod', 'testConstructor', 'testLessComplicatedThanReportLevel', 'testViolationMessage', 'testReturnValueComplexity', 'testOneMethod', 'testNastyComplicatedMethod', 'testConstructor', 'testLessComplicatedThanReportLevel', 'testRemainingTestCases']"
2015-03-07 14:12:04,"=HYPERLINK(""https://github.com/pmd/pmd/commit/59b14bd00969b2e98bfb4ec13be0eaed1beef709"", ""59b14bd00969b2e98bfb4ec13be0eaed1beef709"")",1,['pmd-java8/src/test/java/net/sourceforge/pmd/lang/java/bugs/Java8MultipleLambdasTest.java'],1,['should_not_fail']
2015-05-09 08:08:35,"=HYPERLINK(""https://github.com/pmd/pmd/commit/8057a5c0df1051ee6b00440650621765560db179"", ""8057a5c0df1051ee6b00440650621765560db179"")",4,"['maven-plugin-pmd-build/src/test/java/net/sourceforge/pmd/build/RulesetFilenameFilterTest.java', 'maven-plugin-pmd-build/src/test/java/net/sourceforge/pmd/build/RuleSetToDocsTest.java', 'maven-plugin-pmd-build/src/test/java/net/sourceforge/pmd/ant/PmdBuildTaskTest.java', 'maven-plugin-pmd-build/src/test/java/net/sourceforge/pmd/maven/PmdPreSiteTest.java']",5,"['antTask', 'convertRulesetsTest', 'readPropertyDescriptors', 'testAccept', 'testMojo']"
2016-03-14 06:49:30,"=HYPERLINK(""https://github.com/pmd/pmd/commit/4e75f57bdf3021d7bb3742a3933cd4a938d369ff"", ""4e75f57bdf3021d7bb3742a3933cd4a938d369ff"")",21,"['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/XmlParserOptionsTest.java', 'pmd-vm/src/test/java/net/sourceforge/pmd/lang/vm/VmParserTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-plsql/src/test/java/net/sourceforge/pmd/lang/plsql/dfa/StatementAndBraceFinderTest.java', 'pmd-plsql/src/test/java/net/sourceforge/pmd/lang/plsql/PLSQLParserTest.java', 'pmd-jsp/src/test/java/net/sourceforge/pmd/lang/jsp/ast/OpenTagRegisterTest.java', 'pmd-fortran/src/test/java/net/sourceforge/pmd/cpd/FortranTokenizerTest.java', 'pmd-python/src/test/java/net/sourceforge/pmd/cpd/PythonTokenizerTest.java', 'pmd-scala/src/test/java/net/sourceforge/pmd/cpd/ScalaTokenizerTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/XmlParserTest.java', 'pmd-plsql/src/test/java/net/sourceforge/pmd/lang/plsql/PLSQLXPathRuleTest.java', 'pmd-jsp/src/test/java/net/sourceforge/pmd/lang/jsp/ast/XPathJspRuleTest.java', 'pmd-matlab/src/test/java/net/sourceforge/pmd/cpd/MatlabTokenizerTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java', 'pmd-jsp/src/test/java/net/sourceforge/pmd/lang/jsp/JspParserTest.java', 'pmd-cs/src/test/java/net/sourceforge/pmd/cpd/CsTokenizerTest.java', 'pmd-jsp/src/test/java/net/sourceforge/pmd/lang/jsp/ast/JspDocStyleTest.java', 'pmd-jsp/src/test/java/net/sourceforge/pmd/lang/jsp/ast/JspPageStyleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/ant/PMDTaskTest.java', 'pmd-plsql/src/test/java/net/sourceforge/pmd/cpd/PLSQLTokenizerTest.java']",114,"['testSimpleClass', 'testSimpleClassDuplicatedTokens', 'testSimpleClassMethodMultipleLines', 'testStrings', 'testOpenString', 'testCommentsIgnored1', 'testCommentsIgnored2', 'testCommentsIgnored3', 'testMoreTokens', 'testLineNumberAfterMultilineComment', 'testLineNumberAfterMultilineString', 'testIgnoreUsingDirectives', 'testUsingStatementsAreNotIgnored', 'tokenizeTest', 'testParseDollar', 'testSimplestJsp', 'testElementAttributeAndNamespace', 'testAttributeValueContainingHash', 'testCData', 'testDoctype', 'testComment', 'testHtmlScript', 'testImportHtmlScript', 'testHtmlScriptWithAttribute', 'testComplexHtmlScript', 'testInlineCss', 'testTextInTag', 'noSpacesBetweenTags', 'unclosedTagsWithDollar', 'unclosedTagsWithELWithin', 'mixedExpressions', 'unclosedTagsWithJspExpressionWithin', 'textBetweenUnopenedTag', 'textMultipleClosingTags', 'textAfterOpenAndClosedTag', 'quoteEL', 'quoteExpression', 'quoteTagInAttribute', 'noQuoteAttrValue', 'noQuoteAttrWithJspEL', 'noQuoteAttrWithJspExpression', 'noQuoteAttrEmpty', 'noQuoteAttrCrLf', 'noQuoteAttrTab', 'noQuoteAttrWithMalformedJspExpression', 'noQuoteAttrWithScriptletInValue', 'noQuoteAttrWithBeanWriteTagAsValue', 'quoteAttrWithBeanWriteTagAsValue', 'noQuoteAttrWithDollarSignInValue', 'noQuoteAttrWithSharpSymbolInValue', 'unclosedTag', 'unclosedTagAndNoQuotesForAttribute', 'unclosedTagMultipleLevels', 'nestedEmptyTags', 'nestedMultipleTags', 'unclosedParentTagClosedBeforeChild', 'unmatchedTagDoesNotInfluenceStructure', 'unclosedStartTagWithUnmatchedCloseOfDifferentTag', 'unclosedEndOfDoc', 'testComment', 'testDirective', 'testDeclaration', 'testScriptlet', 'testExpression', 'testExpressionInAttribute', 'testElExpression', 'testElExpressionInAttribute', 'testJsfValueBinding', 'testSimpleNesting', 'doubleNesting', 'unopenedTags', 'interleavedTags', 'openedIsolatedTag', 'testExpressionMatching', 'tokenizeTest', 'tokenizeTest', 'testExceptions', 'testBOM', 'testXPathRule1', 'testXPathRule1Compatibility', 'testXPathRule2', 'testExpressionParentChildLinks', 'testVariableOrConstantDeclaratorParentChildLinks', 'testIfStmtHasCorrectTypes', 'testWhileStmtHasCorrectTypes', 'testForStmtHasCorrectTypes', 'testSimpleCaseStmtHasCorrectTypes', 'testLabelledStmtHasCorrectTypes', 'testOnlyWorksForMethodsAndConstructors', 'tokenizeTest', 'tokenizeTest', 'testParser', 'testParser2', 'testParser3', 'testXML', 'testVisit', 'testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode', 'testLineNumbers', 'testDefaultParsing', 'testParsingCoalescingEnabled', 'testParsingDoNotExpandEntities', 'testParsingIgnoreComments', 'testParsingIgnoreElementContentWhitespace', 'testDefaultParsingNamespaces', 'testParsingNotNamespaceAware', 'testParsingWithValidation', 'testWithProcessingInstructions', 'testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp', 'testVisit']"
2016-11-30 12:25:19,"=HYPERLINK(""https://github.com/pmd/pmd/commit/555266b1b13116a046480d82ca872c4969559310"", ""555266b1b13116a046480d82ca872c4969559310"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/cli/XPathCLITest.java'],1,['runXPath']
2017-01-03 04:22:42,"=HYPERLINK(""https://github.com/pmd/pmd/commit/b6bc06d3d28f538cd70544c0344750da5f500e43"", ""b6bc06d3d28f538cd70544c0344750da5f500e43"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/VariableUsageFinderFunctionTest.java'],1,['testLookingForUsed']
2017-02-15 17:36:31,"=HYPERLINK(""https://github.com/pmd/pmd/commit/5c91394619adac230cfc9ad7d860d079e91c4d80"", ""5c91394619adac230cfc9ad7d860d079e91c4d80"")",1,['pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/ast/XPathJspRuleTest.java'],1,['testExpressionMatching']
2017-02-28 22:12:42,"=HYPERLINK(""https://github.com/pmd/pmd/commit/b7974d0486a205c4e9e2848517f408a77509f81a"", ""b7974d0486a205c4e9e2848517f408a77509f81a"")",1,['pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/ast/XPathJspRuleTest.java'],1,['testExpressionMatching']
2017-04-14 15:41:50,"=HYPERLINK(""https://github.com/pmd/pmd/commit/c26891a09149357ceeb05752df6d69eaac236e6e"", ""c26891a09149357ceeb05752df6d69eaac236e6e"")",1,['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/SuppressWarningsTest.java'],13,"['testClassLevelSuppression', 'testInheritedSuppression', 'testMethodLevelSuppression', 'testConstructorLevelSuppression', 'testFieldLevelSuppression', 'testParameterLevelSuppression', 'testLocalVariableLevelSuppression', 'testSpecificSuppression', 'testSpecificSuppressionMulitpleValues', 'testNoSuppressionBlank', 'testNoSuppressionSomethingElseS', 'testSuppressAll', 'testSpecificSuppressionAtTopLevel']"
2017-06-17 05:42:13,"=HYPERLINK(""https://github.com/pmd/pmd/commit/2c861a2f6c040b348aa6ffe9a64f2eb106c2bbfb"", ""2c861a2f6c040b348aa6ffe9a64f2eb106c2bbfb"")",1,['pmd-cpp/src/test/java/net/sourceforge/pmd/lang/cpp/ContinuationReaderTest.java'],1,['testHappyPath']
2017-08-03 11:42:58,"=HYPERLINK(""https://github.com/pmd/pmd/commit/aa8c21d6e94d44a5035ee7536c770a59ec8fc8ed"", ""aa8c21d6e94d44a5035ee7536c770a59ec8fc8ed"")",2,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/JavaSigMaskTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/DataStructureTest.java']",12,"['testAddClass', 'testAddOperation', 'testAddField', 'memoizationTest', 'forceMemoizationTest', 'testEmptyOperationMask', 'testEmptyFieldMask', 'testFinalFields', 'testStaticFields', 'testFieldvisibility', 'testOperationVisibility', 'testOperationRoles']"
2017-08-27 16:32:09,"=HYPERLINK(""https://github.com/pmd/pmd/commit/23a936e6548b228410c7c402265b578aaa1d3bf3"", ""23a936e6548b228410c7c402265b578aaa1d3bf3"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/JavaMetricsVisitorTest.java'],1,['testStaticOperationsSig']
2017-10-01 19:24:39,"=HYPERLINK(""https://github.com/pmd/pmd/commit/619f19cd831fc94b2191187f2085d7556127f08b"", ""619f19cd831fc94b2191187f2085d7556127f08b"")",1,['pmd-ui/src/test/java/net/sourceforge/pmd/util/fxdesigner/DesignerWindowSettingsTest.java'],1,['testKeysNamesAreUnique']
