Child Commit Recent Date,Parent,Total Deleted Testfile,Deleted Testfile,Total Deleted Tests,Deleted Tests
2007-06-26 17:55:28,"=HYPERLINK(""https://github.com/pmd/pmd/commit/ed35b31cd8845f13479d78a589675af06deb8b4f"", ""ed35b31cd8845f13479d78a589675af06deb8b4f"")",12,"['pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyCatchBlockRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/BooleanInstantiationRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/AvoidUsingOctalValuesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/ClassCastExceptionWithToArrayTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/CollapsibleIfStatementsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/BrokenNullCheckTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyFinallyBlockRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/AvoidDecimalLiteralsInBigDecimalConstructorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/DoubleCheckedLockingTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/BigIntegerInstantiationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyIfStmtRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/AvoidThreadGroupTest.java']",12,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-26 20:40:30,"=HYPERLINK(""https://github.com/pmd/pmd/commit/f1f10c94622eb7134e557d0c8795967d2a9af8d3"", ""f1f10c94622eb7134e557d0c8795967d2a9af8d3"")",17,"['pmd/regress/test/net/sourceforge/pmd/rules/basic/UselessOverridingMethodTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyTryBlockRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/ReturnFromFinallyBlockTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/UnconditionalIfStatementRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/UnnecessaryTemporariesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/UnnecessaryFinalModifierTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptySwitchStmtRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyStaticInitializerRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/OverrideBothEqualsAndHashcodeTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/UselessOperationOnImmutableTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/UnnecessaryReturnTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyWhileStmtRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptySynchronizedBlockRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/JumbledIncrementerRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/MisplacedNullCheckTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/EmptyStatementNotInLoopRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/basic/ForLoopShouldBeWhileLoopRuleTest.java']",17,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-26 20:54:34,"=HYPERLINK(""https://github.com/pmd/pmd/commit/3352454242f8a1abba5e6d2b49ce861b8abdb8c8"", ""3352454242f8a1abba5e6d2b49ce861b8abdb8c8"")",30,"['pmd/regress/test/net/sourceforge/pmd/rules/controversial/DataflowAnomalyAnalysisTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/DefaultPackageTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/braces/WhileLoopsMustUseBracesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/braces/IfElseStmtsMustUseBracesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/NcssMethodCountTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/BooleanInversionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/braces/ForLoopsMustUseBracesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/OnlyOneReturnRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/ExcessiveMethodLengthTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/CallSuperInConstructorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/ExcessivePublicCountTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/TooManyFieldsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/SingularFieldRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/UnusedModifierRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/NpathComplexityTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/clone/CloneMethodMustImplementCloneableTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/NullAssignmentRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/LongClassRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/AssignmentInOperandTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/LongParameterListRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/UnnecessaryConstructorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/DontImportSunTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/AtLeastOneConstructorRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/braces/IfStmtsMustUseBracesRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/clone/ProperCloneImplementationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/NcssTypeCountTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/clone/CloneThrowsCloneNotSupportedExceptionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/UnnecessaryParenthesesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/controversial/SuspiciousOctalEscapeTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/codesize/NcssConstructorCountTest.java']",31,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testOverrideMinimumWithTopScore', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-26 21:01:06,"=HYPERLINK(""https://github.com/pmd/pmd/commit/567948e2c3bf88d1a57852869c28f1f6765957c8"", ""567948e2c3bf88d1a57852869c28f1f6765957c8"")",42,"['pmd/regress/test/net/sourceforge/pmd/rules/coupling/CouplingBetweenObjectsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SimpleDateFormatNeedsLocaleRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/OptimizableToArrayCallTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AccessorClassGenerationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/PositionalIteratorRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidProtectedFieldInFinalClassRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UseNotifyAllInsteadOfNotifyTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/MissingStaticMethodInNonInstantiatableClassTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/coupling/LooseCouplingTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SimplifyBooleanExpressionsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/CompareObjectsWithEqualsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UnnecessaryLocalBeforeReturnRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/NonThreadSafeSingletonTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/PreserveStackTraceTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SimplifyConditionalTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/NonCaseLabelInSwitchStatementRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UseLocaleWithCaseConversionsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/PositionLiteralsFirstInComparisonsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SwitchStmtsShouldHaveDefaultRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/InstantiationToGetClassRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UseSingletonTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AssignmentToNonFinalStaticTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SwitchDensityTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/CloseResourceTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UseCollectionIsEmptyTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidDeeplyNestedIfStmtsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/BadComparisonTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/DefaultLabelNotLastInSwitchStmtRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/SimplifyBooleanReturnsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/UnsynchronizedStaticDateFormatterTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidReassigningParametersTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/ImmutableFieldTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/EqualsNullRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/NonStaticInitializerRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/MissingBreakInSwitchTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidInstanceofChecksInCatchClauseTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AbstractClassWithoutAbstractMethodTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidConstantsInterfaceTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/FinalFieldCouldBeStaticRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/coupling/ExcessiveImportsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/AvoidSynchronizedAtMethodLevelTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/design/IdempotentOperationsTest.java']",43,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'test', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testResetState']"
2007-06-26 21:10:23,"=HYPERLINK(""https://github.com/pmd/pmd/commit/14ec8c603243beccb580cfd12bb9d4dd4248e351"", ""14ec8c603243beccb580cfd12bb9d4dd4248e351"")",15,"['pmd/regress/test/net/sourceforge/pmd/rules/j2ee/MDBAndSessionBeanNamingConventionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/AvoidCallingFinalizeTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/EmptyFinalizerRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/j2ee/RemoteInterfaceNamingConventionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/FinalizeDoesNotCallSuperFinalizeRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/FinalizeOnlyCallsSuperFinalizeRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/FinalizeOverloadedRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/finalizers/FinalizeShouldBeProtectedRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/j2ee/LocalInterfaceSessionNamingConventionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/j2ee/RemoteSessionInterfaceNamingConventionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/imports/DontImportJavaLangRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/imports/UnusedImportsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/imports/DuplicateImportsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/j2ee/UseProperClassLoaderTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/j2ee/LocalHomeNamingConventionTest.java']",15,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-26 21:29:19,"=HYPERLINK(""https://github.com/pmd/pmd/commit/bec9a1b8a38ee3377c0be162ea65ef5cbc77cc1b"", ""bec9a1b8a38ee3377c0be162ea65ef5cbc77cc1b"")",12,"['pmd/regress/test/net/sourceforge/pmd/rules/junit/JUnitAssertionsShouldIncludeMessageTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/javabeans/BeanMembersShouldSerializeRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/JUnitSpellingRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/javabeans/MissingSerialVersionUIDTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/UseAssertEqualsInsteadOfAssertTrueTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/TestClassWithoutTestCasesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/UseAssertSameInsteadOfAssertTrueTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/JUnitStaticSuiteRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/UnnecessaryBooleanAssertionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/UseAssertNullInsteadOfAssertTrueTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/JUnitTestsShouldContainAssertsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/junit/SimplifyBooleanAssertionTest.java']",12,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-27 17:07:30,"=HYPERLINK(""https://github.com/pmd/pmd/commit/a850f6275ceff130d913b1a4c7e0c9372c57356d"", ""a850f6275ceff130d913b1a4c7e0c9372c57356d"")",53,"['pmd/regress/test/net/sourceforge/pmd/rules/loggingjava/AvoidPrintStackTraceTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/SuspiciousHashcodeMethodNameRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/AvoidDollarSignsRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/BooleanGetMethodNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/AbstractNamingTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/AvoidThrowingNullPointerExceptionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/UselessStringValueOfTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/SimplifyStartsWithTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/AvoidFieldNameMatchingMethodNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/StringBufferInstantiationWithCharTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/ConsecutiveLiteralAppendsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/MethodNamingConventionsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/PackageCaseTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/ClassNamingConventionsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/DoNotExtendJavaLangErrorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/VariableNamingConventionsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/AvoidInstantiatingObjectsInLoopsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/MethodWithSameNameAsEnclosingClassRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/AddEmptyStringTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/ExceptionAsFlowControlTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/InsufficientStringBufferDeclarationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/AvoidFieldNameMatchingTypeNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/StringInstantiationRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/UnnecessaryWrapperObjectCreationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/StringToStringRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/AvoidCatchingNPETest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/loggingjava/LoggerIsNotStaticFinalTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/MisleadingVariableNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/AvoidRethrowingExceptionTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/LocalVariableCouldBeFinalTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/LongVariableRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/AvoidNonConstructorMethodsWithClassNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/NoPackageTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/MethodArgumentCouldBeFinalTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/UnnecessaryCaseChangeRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/InefficientEmptyStringCheckTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/loggingjava/MoreThanOneLoggerTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/SuspiciousEqualsMethodNameRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/AvoidArrayLoopsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/ShortMethodNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/UseIndexOfCharTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/UseArrayListInsteadOfVectorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/AvoidCatchingThrowableRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/ExceptionSignatureDeclarationRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/UseStringBufferLengthTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/loggingjava/SystemPrintlnTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/ShortVariableRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strictexception/AvoidThrowingRawExceptionTypesTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/naming/SuspiciousConstantFieldNameTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/InefficientStringBufferingTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/UseStringBufferForStringAppendsTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/strings/AppendCharacterWithCharTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/optimizations/UseArraysAsListTest.java']",53,"['testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2007-06-28 08:15:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/59afc3a38b1d67e19b69b677818cb62703f17e69"", ""59afc3a38b1d67e19b69b677818cb62703f17e69"")",2,"['pmd/regress/test/net/sourceforge/pmd/rules/loggingjakartacommons/UseCorrectExceptionLoggingTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/loggingjakartacommons/ProperLoggerTest.java']",2,"['testAll', 'testAll']"
2007-06-28 08:22:16,"=HYPERLINK(""https://github.com/pmd/pmd/commit/cd089a159fce7afcfae89b96f76544c4c15d4adc"", ""cd089a159fce7afcfae89b96f76544c4c15d4adc"")",4,"['pmd/regress/test/net/sourceforge/pmd/rules/unusedcode/UnusedLocalVariableTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/unusedcode/UnusedFormalParameterRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/unusedcode/UnusedPrivateFieldRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/unusedcode/UnusedPrivateMethodRuleTest.java']",4,"['testAll', 'testAll', 'testAll', 'testAll']"
2007-06-28 19:48:05,"=HYPERLINK(""https://github.com/pmd/pmd/commit/886974a2f11e24d4bc9ace91d2bb41c8c5c242a2"", ""886974a2f11e24d4bc9ace91d2bb41c8c5c242a2"")",17,"['pmd/regress/test/net/sourceforge/pmd/rules/imports/ImportFromSamePackageRuleTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/sunsecure/MethodReturnsInternalArrayTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/AvoidAssertAsIdentifierTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/JUnit4TestShouldUseAfterAnnotationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/IntegerInstantiationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/LongInstantiationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/JUnit4TestShouldUseBeforeAnnotationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/ReplaceEnumerationWithIteratorTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/JUnitUseExpectedTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/ReplaceHashtableWithMapTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/JUnit4TestShouldUseTestAnnotationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/sunsecure/ArrayIsStoredDirectlyTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/ShortInstantiationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/ByteInstantiationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/ReplaceVectorWithListTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/JUnit4SuitesShouldUseSuiteAnnotationTest.java', 'pmd/regress/test/net/sourceforge/pmd/rules/migrating/AvoidEnumAsIdentifierTest.java']",17,"['testAll', 'testOne', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll', 'testAll']"
2008-03-26 19:56:46,"=HYPERLINK(""https://github.com/pmd/pmd/commit/38025cb0de906c950092b10a411780a73ff30d79"", ""38025cb0de906c950092b10a411780a73ff30d79"")",1,['pmd/regress/test/net/sourceforge/pmd/SourceTypeTest.java'],1,['testGetSourceTypeForId']
2008-10-17 22:27:58,"=HYPERLINK(""https://github.com/pmd/pmd/commit/90bbf701a5def6c18567f0b2f57849ca92762a15"", ""90bbf701a5def6c18567f0b2f57849ca92762a15"")",1,['pmd/regress/test/net/sourceforge/pmd/lang/java/rule/DynamicRuleTest.java'],1,['testAll']
2008-12-30 18:18:19,"=HYPERLINK(""https://github.com/pmd/pmd/commit/9ebf4a0f527b8ca6cc200cd62d364a55640471df"", ""9ebf4a0f527b8ca6cc200cd62d364a55640471df"")",2,"['pmd/regress/test/net/sourceforge/pmd/ExternalRuleIDTest.java', 'pmd/regress/test/net/sourceforge/pmd/SimpleRuleSetNameMapperTest.java']",9,"['testSimpleRef', 'testOneSimple', 'testMultipleSimple', 'testOneRelease', 'testOneRegular', 'testMultipleRegular', 'testMix', 'testUnknown', 'testUnknownAndSimple']"
2009-04-24 23:56:49,"=HYPERLINK(""https://github.com/pmd/pmd/commit/be4d3dd6b46e284cbe840fce7a2bb0aa5dab8da2"", ""be4d3dd6b46e284cbe840fce7a2bb0aa5dab8da2"")",1,['pmd/regress/test/net/sourceforge/pmd/lang/java/rule/unnecessary/UnusedNullCheckInEqualsTest.java'],2,"['testAll', 'testN']"
2011-12-11 07:41:31,"=HYPERLINK(""https://github.com/pmd/pmd/commit/90b9a04858802bc2a3361125bc2ae28c9c840ee2"", ""90b9a04858802bc2a3361125bc2ae28c9c840ee2"")",1,['maven-plugin-pmd-build/regress/PmdBuildTest.java'],1,['generateIndexRules']
2012-02-24 13:05:58,"=HYPERLINK(""https://github.com/pmd/pmd/commit/49b55eb199cc35e1baa237bbb2ab07ae69f0bacc"", ""49b55eb199cc35e1baa237bbb2ab07ae69f0bacc"")",1,['pmd/src/test/java/net/sourceforge/pmd/CommandLineOptionsTest.java'],20,"['testLang', 'testDebug', 'testSuppressMarker', 'testShortNames', 'testEncoding', 'testInputFileName', 'testReportFormat', 'testRulesets', 'testCommaSeparatedFiles', 'testNotEnoughArgs', 'testNullArgs', 'testReportFile', 'testThreads', 'testRenderer', 'illegalArgument1', 'illegalArgument2', 'testOptionsFirst', 'testAuxilaryClasspath', 'testAuxilaryClasspathIllegal', 'testShowSuppressed']"
2012-08-04 10:41:36,"=HYPERLINK(""https://github.com/pmd/pmd/commit/a0236ee67f08616c71b1b074ccdd260c4890e333"", ""a0236ee67f08616c71b1b074ccdd260c4890e333"")",1,['pmd/src/test/java/net/sourceforge/pmd/CommandLineParserTest.java'],20,"['testLang', 'testDebug', 'testSuppressMarker', 'testShortNames', 'testEncoding', 'testInputFileName', 'testReportFormat', 'testRulesets', 'testCommaSeparatedFiles', 'testNotEnoughArgs', 'testNullArgs', 'testReportFile', 'testThreads', 'testRenderer', 'illegalArgument1', 'illegalArgument2', 'testOptionsFirst', 'testAuxilaryClasspath', 'testAuxilaryClasspathIllegal', 'testShowSuppressed']"
2013-01-29 05:22:08,"=HYPERLINK(""https://github.com/pmd/pmd/commit/9954f1d8e16812ad39b3fbf47ddd3c0de574c87e"", ""9954f1d8e16812ad39b3fbf47ddd3c0de574c87e"")",1,['pmd/src/test/java/net/sourceforge/pmd/ant/VersionTest.java'],1,['testHappyPath']
