Parent,Total Testfiles,Total Deleted Testfiles,Deleted Testfiles,Total Preserved Testfiles,Computed Final Budget,Algorithm_FAST++_Total Detected Deleted Testfiles,Algorithm_FAST++_Total Failed To Detect Deleted Testfiles,Algorithm_FAST++_Detected Testfiles Line No,Algorithm_FAST++_Detected Testfiles,Algorithm_FAST++_Failed Detected Testfiles,Algorithm_FAST++_False Detected Testfiles Line No,Algorithm_FAST++_False Detected Testfiles,Algorithm_FAST++_Max_repetition,Algorithm_FAST++_Total execution time,Algorithm_FAST++_Total preparation time,Algorithm_FAST++_Optimal execution time,Algorithm_FAST++_Optimal preparation time,Algorithm_FAST-all_Total Detected Deleted Testfiles,Algorithm_FAST-all_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-all_Detected Testfiles Line No,Algorithm_FAST-all_Detected Testfiles,Algorithm_FAST-all_Failed Detected Testfiles,Algorithm_FAST-all_False Detected Testfiles Line No,Algorithm_FAST-all_False Detected Testfiles,Algorithm_FAST-all_Max_repetition,Algorithm_FAST-all_Total execution time,Algorithm_FAST-all_Total preparation time,Algorithm_FAST-all_Optimal execution time,Algorithm_FAST-all_Optimal preparation time,Algorithm_FAST-CS_Total Detected Deleted Testfiles,Algorithm_FAST-CS_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-CS_Detected Testfiles Line No,Algorithm_FAST-CS_Detected Testfiles,Algorithm_FAST-CS_Failed Detected Testfiles,Algorithm_FAST-CS_False Detected Testfiles Line No,Algorithm_FAST-CS_False Detected Testfiles,Algorithm_FAST-CS_Max_repetition,Algorithm_FAST-CS_Total execution time,Algorithm_FAST-CS_Total preparation time,Algorithm_FAST-CS_Optimal execution time,Algorithm_FAST-CS_Optimal preparation time,Algorithm_FAST-pw_Total Detected Deleted Testfiles,Algorithm_FAST-pw_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-pw_Detected Testfiles Line No,Algorithm_FAST-pw_Detected Testfiles,Algorithm_FAST-pw_Failed Detected Testfiles,Algorithm_FAST-pw_False Detected Testfiles Line No,Algorithm_FAST-pw_False Detected Testfiles,Algorithm_FAST-pw_Max_repetition,Algorithm_FAST-pw_Total execution time,Algorithm_FAST-pw_Total preparation time,Algorithm_FAST-pw_Optimal execution time,Algorithm_FAST-pw_Optimal preparation time
abe244c099b8c0f0e4c33921a55b27755564713a,83,1,['gson/src/test/java/com/google/gson/StringUnmarshallerTest.java'],82,98,0,1,[],[],[],[],[],0,0.4065712689994143,4.2673680830016565,0,0,0,1,[],[],[],[],[],0,0.0659345999974903,76.29387517199802,0,0,0,1,[],[],[],[],[],0,0.05177194000179952,4.302320890999908,0,0,0,1,[],[],[],[],[],0,0.4151027690004412,76.491605007001,0,0
3cbe355cb6b1ab5d84ddb75837430c3d9584119b,75,2,"['gson/src/test/java/com/google/gson/internal/TypeMapTest.java', 'gson/src/test/java/com/google/gson/JsonDeserializerExceptionWrapperTest.java']",73,97,1,1,[4],['./gson/src/test/java/com/google/gson/internal/TypeMapTest.java'],['./gson/src/test/java/com/google/gson/JsonDeserializerExceptionWrapperTest.java'],[64],['./gson/src/test/java/com/google/gson/LruCacheTest.java'],7,0.3197483230005673,4.2293758079998724,0.08790999400002875,0.011457787000040298,1,1,[4],['./gson/src/test/java/com/google/gson/internal/TypeMapTest.java'],['./gson/src/test/java/com/google/gson/JsonDeserializerExceptionWrapperTest.java'],[40],['./gson/src/test/java/com/google/gson/functional/StringTest.java'],4,0.05425131399988459,78.58077360299956,1.5735146619999796,0.0010467140000400832,1,1,[50],['./gson/src/test/java/com/google/gson/JsonDeserializerExceptionWrapperTest.java'],['./gson/src/test/java/com/google/gson/internal/TypeMapTest.java'],[15],['./gson/src/test/java/com/google/gson/functional/PrettyPrintingTest.java'],34,0.041205822000165426,4.2237879069996325,0.08807000299998435,0.0008688990000109698,1,1,[50],['./gson/src/test/java/com/google/gson/JsonDeserializerExceptionWrapperTest.java'],['./gson/src/test/java/com/google/gson/internal/TypeMapTest.java'],[71],['./gson/src/test/java/com/google/gson/DefaultDateTypeAdapterTest.java'],1,0.3518589380001913,78.41442340000003,1.644192463999957,0.012842135999903803
041d499a7c4af1b70617001ded11dbc01732d97f,86,1,['gson/src/test/java/com/google/gson/EscaperTest.java'],85,98,1,0,[46],['./gson/src/test/java/com/google/gson/EscaperTest.java'],[],[],[],46,0.412674365999834,4.307672867000008,0.08667369999997732,0.008673344999976962,0,1,[],[],[],[],[],0,0.06810541500016143,84.16534917099972,0,0,0,1,[],[],[],[],[],0,0.04689857399986863,4.314556328999998,0,0,0,1,[],[],[],[],[],0,0.4433938610000041,83.45286583500018,0,0
7d055fcb517a25e3cf141a867ec2b53264c40a19,84,4,"['wsdef/src/test/java/com/google/gson/rest/definition/IdTest.java', 'wsdef/src/test/java/com/google/gson/webservice/definition/CallPathTest.java', 'wsdef/src/test/java/com/google/gson/webservice/definition/TypedKeyTest.java', 'wsdef/src/test/java/com/google/gson/rest/definition/IdTypeAdapterTest.java']",80,95,2,2,"[1, 4]","['./wsdef/src/test/java/com/google/gson/rest/definition/IdTest.java', './wsdef/src/test/java/com/google/gson/webservice/definition/TypedKeyTest.java']","['./wsdef/src/test/java/com/google/gson/webservice/definition/CallPathTest.java', './wsdef/src/test/java/com/google/gson/rest/definition/IdTypeAdapterTest.java']","[64, 51]","['./gson/src/test/java/com/google/gson/GenericArrayTypeImplTest.java', './gson/src/test/java/com/google/gson/JsonStreamParserTest.java']",27,0.40720347000069523,4.2884623330005525,0.0852875620003033,0.0032143079997695168,1,3,[3],['./wsdef/src/test/java/com/google/gson/webservice/definition/CallPathTest.java'],"['./wsdef/src/test/java/com/google/gson/rest/definition/IdTest.java', './wsdef/src/test/java/com/google/gson/webservice/definition/TypedKeyTest.java', './wsdef/src/test/java/com/google/gson/rest/definition/IdTypeAdapterTest.java']","[40, 33, 63]","['./gson/src/test/java/com/google/gson/stream/JsonReaderTest.java', './gson/src/test/java/com/google/gson/functional/StringTest.java', './gson/src/test/java/com/google/gson/FieldNamingStrategy2AdapterTest.java']",48,0.06330830400293053,76.98275004700145,1.533459946000221,0.0009537390001241874,1,3,[2],['./wsdef/src/test/java/com/google/gson/rest/definition/IdTypeAdapterTest.java'],"['./wsdef/src/test/java/com/google/gson/rest/definition/IdTest.java', './wsdef/src/test/java/com/google/gson/webservice/definition/CallPathTest.java', './wsdef/src/test/java/com/google/gson/webservice/definition/TypedKeyTest.java']","[16, 20, 54]","['./gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java', './gson/src/test/java/com/google/gson/functional/UncategorizedTest.java', './gson/src/test/java/com/google/gson/SerializedNameAnnotationInterceptingNamingPolicyTest.java']",10,0.052126834001683164,4.295067109001593,0.08571069300023737,0.0009952370000974042,0,4,[],[],[],[],[],0,0.41352756199921714,77.32592322600067,0,0
3f261441651fe6a5f57cf4e6aa655f9661dc606a,83,1,['gson/src/test/java/com/google/gson/functional/SystemOnlyTypeAdaptersTest.java'],82,98,1,0,[6],['./gson/src/test/java/com/google/gson/functional/SystemOnlyTypeAdaptersTest.java'],[],[],[],38,0.3863896829989244,4.304028883998399,0.0856327589999637,0.0063492480003333185,0,1,[],[],[],[],[],0,0.06470355900000868,82.20251393200078,0,0,0,1,[],[],[],[],[],0,0.047502088998953695,4.279092353000124,0,0,0,1,[],[],[],[],[],0,0.43616230499901576,82.80156383099938,0,0
0d8150fe52eba34a0472c47be71587885ba4a94c,52,1,['gson/src/test/java/com/google/gson/PrimitiveTypeAdapterTest.java'],51,98,1,0,[52],['./gson/src/test/java/com/google/gson/PrimitiveTypeAdapterTest.java'],[],[],[],35,0.151960060000647,3.3260115669991137,0.06383636400005344,0.002607811999951082,0,1,[],[],[],[],[],0,0.042252841000163244,44.266664954001044,0,0,1,0,[52],['./gson/src/test/java/com/google/gson/PrimitiveTypeAdapterTest.java'],[],[],[],48,0.032749108998814336,3.444795874999727,0.06824403999985407,0.0006482259998392692,1,0,[52],['./gson/src/test/java/com/google/gson/PrimitiveTypeAdapterTest.java'],[],[],[],12,0.1950681880000502,44.82122554799889,0.9054110659999424,0.0032906010001170216
7d53113ebc9ef6921c6238f013aabd10890611a0,81,1,['gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java'],80,98,1,0,[4],['./gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java'],[],[],[],34,0.4347383710000008,4.667597721999998,0.09352194999999952,0.011677668000000807,0,1,[],[],[],[],[],0,0.05850635999996712,88.72353029000003,0,0,1,0,[4],['./gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java'],[],[],[],35,0.04439948099999924,4.490762420999996,0.08846139399999942,0.000894897999998534,0,1,[],[],[],[],[],0,0.39611571300002524,89.61856119999999,0,0
774c751a9ee026c6d7e4b0ca44dac6ad526de557,114,1,['codegen/src/test/java/com/google/gson/codegen/functional/CodeGenFunctionalTest.java'],113,99,0,1,[],[],[],[],[],0,0.8946809800002029,5.344367132000343,0,0,0,1,[],[],[],[],[],0,0.09418499300022631,119.2703102190003,0,0,0,1,[],[],[],[],[],0,0.059130621000576866,5.202022050000096,0,0,0,1,[],[],[],[],[],0,1.2342326609991687,120.54502214799936,0,0
fed332906debe74d0879c77a03825b66f7970c41,76,1,['gson/src/test/java/com/google/gson/FunctionWithInternalDependenciesTest.java'],75,98,1,0,[67],['./gson/src/test/java/com/google/gson/FunctionWithInternalDependenciesTest.java'],[],[],[],10,0.3264852659999633,4.005747817999804,0.07896634400003677,0.007915023999998994,0,1,[],[],[],[],[],0,0.055162900999903286,78.34676542900013,0,0,0,1,[],[],[],[],[],0,0.03926730300008785,3.9825229480003372,0,0,0,1,[],[],[],[],[],0,0.35934902500002863,79.08308090100024,0,0
3b0f8f4340c68d8fde0840befbc1b89afa14933f,64,1,['gson/src/test/java/com/google/gson/JsonEscapingVisitorTest.java'],63,98,1,0,[29],['./gson/src/test/java/com/google/gson/JsonEscapingVisitorTest.java'],[],[],[],19,0.1836977829971147,3.5003861319983116,0.06865161099995021,0.0015329550005844794,0,1,[],[],[],[],[],0,0.052433370998187456,55.80010636500083,0,0,1,0,[29],['./gson/src/test/java/com/google/gson/JsonEscapingVisitorTest.java'],[],[],[],46,0.03496844400069676,3.6176742360048593,0.06799294899974484,0.0006139919996712706,0,1,[],[],[],[],[],0,0.2630640859988489,56.72732013999939,0,0
0ff7d980c5430be317aca0405477dec74ab0390c,77,1,['gson/src/test/java/com/google/gson/DisjunctionExclusionStrategyTest.java'],76,98,0,1,[],[],[],[],[],0,0.3746720929998446,4.2996680730004755,0,0,0,1,[],[],[],[],[],0,0.06159590099923662,79.34742035500153,0,0,1,0,[72],['./gson/src/test/java/com/google/gson/DisjunctionExclusionStrategyTest.java'],[],[],[],35,0.04228345100045772,4.238083788000949,0.08379469800001971,0.000837120000142022,0,1,[],[],[],[],[],0,0.3778160779997961,79.41872497400095,0,0
